"Country Name","Country Code","Year","average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)","average_value_Adjusted savings: carbon dioxide damage (% of GNI)","average_value_Adjusted savings: carbon dioxide damage (current US$)","average_value_Adjusted savings: consumption of fixed capital (% of GNI)","average_value_Adjusted savings: consumption of fixed capital (current US$)","average_value_Adjusted savings: education expenditure (% of GNI)","average_value_Adjusted savings: education expenditure (current US$)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: gross savings (% of GNI)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: net forest depletion (% of GNI)","average_value_Adjusted savings: net forest depletion (current US$)","average_value_Adjusted savings: net national savings (% of GNI)","average_value_Adjusted savings: net national savings (current US$)","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Aquaculture production (metric tons)","average_value_Bird species, threatened","average_value_Capture fisheries production (metric tons)","average_value_Coal rents (% of GDP)","average_value_Energy related methane emissions (% of total)","average_value_Fish species, threatened","average_value_Forest rents (% of GDP)","average_value_Mammal species, threatened","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_People practicing open defecation (% of population)","average_value_People using at least basic drinking water services (% of population)","average_value_People using at least basic sanitation services (% of population)","average_value_Plant species (higher), threatened","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total fisheries production (metric tons)","average_value_Total natural resources rents (% of GDP)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Aruba","ABW","2001","11.4919304510669","214077330.105322","2.50904584130714","46739739.4289859","10.6136726823918","197716712.621359","4.69283566439065","87420449.8481384","0","0","19.92202729","0","0","0.0002139782733074","3986.09247116911","9.30835460625667","173400605.778641","","","","","","163","0","","","0.0007121374373623","","","21.3477149333193","","","0","0","-56.2414460333192","","","","0","1.085143286","94.77049111","98.25548257","","","","","","163","0.0007121374373623",""
"Africa Eastern and Southern","AFE","1960","","","","","","","","","","","","","","","","","","","","","380","","1485740","","","","","","","","","","","","","","","","","","","","","","","","","1486120","",""
"Africa Western and Central","AFW","1980","","","0.596115360568752","","11.7951108130049","","3.53760643542356","","11.908593842761","","","0.161729280798069","","0.105409260780798","","","","52.8174704046129","72.8137062697999","89237.63253808","6588","","1276821","0.004573929819467","25.8520125014506","","3.07839662030639","","","","194409.5238","50258.7743967865","0.288854701696449","0.0100920150170528","","122556.091579","2.03096580609699","2489.0723132584","16.1641178268762","","","","","","","","","1283409","19.5460350937156",""
"Argentina","ARG","2011","7.23432380446879","37263278484.4383","1.10868837747393","5710742963.53046","11.379990904169","58617195148.284","4.86695621132771","25069204748.9279","2.626212817577","13527359602.0574","17.9","0.378696645366402","1950628550.6178","0","0","6.48096543355841","33382804851.716","","","39990","3193.25","","815988","0.0009104136729522","","","0.0824686786039353","","","-14.1786428690379","109130","13710","0.516428050320874","0.419481246711349","36.5058629431411","42640","","1220","2.68890246166013","1.724886697","98.61329285","93.02688168","","","","","","819181.25","3.70819085096924",""
"Armenia","ARM","2004","5.3445866243466","199084114.071462","2.15634942271077","80323314.9020882","13.9656930233534","520217524.454142","2.53696594285715","94501156.5276918","0","0","18.92966312","0","0","0","0","4.96397010420021","184906272.445858","32.843137254902","89.3939393939394","590","813","","218","0","34.3137254901961","","0.0217229048853793","","","-2.18050316641865","2040","700","0","0","-26.9789685259486","660","3.03030303030303","20","0","0.069702155","96.3722248","88.50186436","","","","","","1031","0.0217229048853793",""
"Australia","AUS","2018","5.97054689124514","82990601788.3075","1.04772544186973","14563383641.9892","17.8078902953801","247529675105.784","5.0220762471397","69806859835.2418","1.33532466914721","18561012901.1463","22.4","1.23468966892193","17162186398.0148","0","0","4.56621042404432","63470324894.216","","","71490","96798.5234375","52","225436.6875","0.793072399689025","","125","0.18182323041867","63","40.5594116036044","","139070","39180","2.8518880552556","1.33910351652807","","76760","","3310","0.314528235503313","0","99.96989482","99.99115238","108","","","29.7087937305528","19.2656223071572","322235.21875","5.48041543739468",""
"Austria","AUT","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","100","99.97260464","","","","","","","",""
"Brazil","BRA","2002","8.90219529746387","43702746176.2626","1.36384394143052","6695396315.71011","7.82635382270467","38421214449.96","3.71","18213169100","1.3165935124019","6463434037.01852","15.94237752","0.243396676868334","1194885400.04879","0","0","8.11602942816462","39843292829.04","81.6552830240854","90.149359886202","126750","247678","","761763","0.000385201026217","5.24016259712966","","0.683879929402025","","","21.4559650648465","361630","18950","0.429109826022154","0.0351374927530848","19.7016329733715","140600","4.26031294452347","5990","1.64931577383532","7.845655495","94.14248522","74.92797969","","","","","","1009441","2.7978282230388",""
"Bhutan","BTN","2012","44.7891583010027","734542196.136445","1.5832979283573","25966086.0250597","8.36162649481889","137130674.51503","4.28517894416842","70276934.6843621","0.0454713345182916","745729.886099983","53","0.0042715302785936","70053.0965689347","2.44182996494872","40046011.425159","44.5788501149372","731093141.88497","","","110","78.3399963378906","","2","0.219420177821293","","","3.98049612269749","","","92.577942895199","900","370","0.0221312240929578","0","210.425324962419","180","","70","0","3.582970174","93.95638485","65.61133964","","","","","","80.3399963378906","4.22204752461174",""
"Botswana","BWA","2014","27.8819936365223","4405354994.57052","1.46048604615424","230756795.29237","21.7020655637303","3428926359.06939","9.48","1497840000","0.199279456603453","31486154.1433455","42","0.134909474204907","21315696.9243753","0","0","20.1966686134849","3191073640.93061","","","2390","","","5668","0.289933952749933","","","0.375059805003724","","","","4430","1450","0.210599604325167","0","","3080","","650","0","12.63060457","87.46342477","73.21769775","","","","","","5668","0.875593362078824",""
"Central African Republic","CAF","1986","-1.17886566645653","-13083818.1245485","0.140938035270914","1564222.00831297","11.9482715489206","132609691.075908","2.2","24417031.298","0","0","8.727350532","0.0170066105602124","188750.428328002","0","0","-3.22092102062541","-35747876.9859076","78.1264665859047","75.3447011242169","24495.0370071","193","","13000","0","1.0781496910207","","5.92786906186045","","","","26604.3","286.83417824822","0.0565709961783845","0","","32510.63","0.159083216271109","51.718955834","0","","","","","","","","","13193","5.98444005803883",""
"Canada","CAN","1966","","","","","","","","","","","","","","","","","","","","","3258","","1536806","","","","","","","","","","","","","","","","","","","","","","","","","1540064","",""
"Switzerland","CHE","2012","17.8527040089979","121932183111.055","0.172132638938673","1175648710.68724","21.5205401560703","146983137211.945","4.57","31212643000","0","0","34.97546633","0.0000986787966236","673966.313059696","0","0","13.4549353267332","91895862788.0552","","","1670","1471","","2003","0","","","0.0113732431562085","","","-17.0443086991402","5060","320","0.0001236322737966","0","-17.1439658230572","2180","","250","0","0","100","99.88687173","","","","","","3474","0.0114968754300051",""
"Cote d'Ivoire","CIV","2017","15.7204998437488","7868419397.64392","0.790852168846087","395837066.751524","3.76610150415692","1885007882.91333","3.66676233694683","1835286675.70041","1.05336812320274","527231465.656231","17.97699944","0.317251992638854","158790862.73541","0","0","14.2152097914897","7114992117.08667","","","2900","4500","","91249","0","","","2.03415522300474","","0.0745659769547534","","6540","1240","0.401248989929106","0.32784629946481","","3080","","130","0.851773088625502","26.61267046","71.00918662","32.24294843","","","","14.8915471093909","22.8846634839832","95749","3.61502360102416",""
"Cameroon","CMR","2013","2.56564932578819","813310836.274857","0.511719876027275","162215200.700646","13.438038209728","4259858112.48379","2.68","849560000","4.08658648108301","1295447914.50331","18","0.050253466994944","15930349.0373973","0","0","4.53420914989342","1437344300.51621","","","5590","1195","","207000","0","","","3.11593354439858","","","","14040","3960","0.0641682477167435","2.6104514070906e-17","","62570","","730","4.63660520320799","6.363480449","63.22155854","41.79553347","","","","","","208195","7.81670699532332",""
"Congo, Dem. Rep.","COD","1961","","","","","","","","","","","","","","","","","","","","","","","75000","","","","","","","","","","","","","","","","","","","","","","","","","75000","",""
"Colombia","COL","1981","5.81994394233515","2089600022.01563","0.892762416480329","320538545.322056","9.59566891496649","3445241083.87262","2.5","897603156.8","2.74719416485354","986356061.886033","16.61251467","0.0569452339510299","20445688.7036636","0","0","7.01684575762005","2519337161.12738","76.2470664801746","80.6595505895121","14192.23183","300","","94431","0.331504940912379","11.0236013158808","","0.46135103492807","","","","45467.5","5012.15592829811","0.253160621011749","0.101314431034987","","17595.228","2.7681566558842","487.063475","3.00820081084897","","","","","","","","","94731","4.15553183873616",""
"Curacao","CUW","1972","","","","","","","5.01811787683945","","","0","","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"Denmark","DNK","1962","","","","","","","","","","","","","","","","","","","","","7700","","777402","","","","","","","","","","","","","","","","","","","","","","","","","785102","",""
"Algeria","DZA","2014","23.1255668708924","48341684986.9136","2.34083335904897","4893278053.75596","7.80913932839218","16324224852.071","4.4671956","9338225682.24","15.3924417649378","32176360265.4261","44.35316332","0.0042146275236102","8810257.37535465","0.14825857859646","309919732.698041","36.5441196009993","76391827613.929","","","5470","2410.97290039063","","97828","0","","","0.184080263715681","","","","49230","29500","0.0545408689255541","3.42175562986784","","11310","","3270","20.493674092483","1.419856885","93.19235149","86.86984679","","","","","","100238.9765625","24.1540508549921",""
"East Asia & Pacific (excluding high income)","EAP","1984","12.8722853833116","","3.98513044650597","","9.58757771012364","","1.93753313365677","","5.46943548810221","","30.2803167370153","0.214641928407083","","0.0887789142216208","","20.6927390268917","","57.8443652794896","66.7987446345637","305853.817343566","6081966","","12547902.1132813","1.69784975435524","25.4802870591755","","1.61104127870855","","","","1403499.9273","357615.81035136","0.407675140947524","0.135195433768306","","457873.60079415","5.24240527207586","24003.5897874761","6.11690340909347","","","","","","","","","18629868.1132813","9.96866501687309",""
"East Asia & Pacific","EAS","1995","","","1.11460099392016","","18.2906321900923","","3.26671668717423","","0.285772645385667","","","0.0580181317170986","","0.0124561042446425","","","","48.7768056678237","81.6830251845089","536780","27555654.1989746","","35520711.1485596","0.0481275994856848","25.3292758309163","","0.256878454813411","","","3.08287896086341","1682480","426160","0.103120865298734","0.0378712907338391","11.0682953161309","657150","8.85490375104618","58190","0.307309935053861","","","","","","","","","63076365.3477783","0.753308145385529",""
"Europe & Central Asia (excluding high income)","ECA","2008","10.3952472310928","","2.562533147829","","12.2541344514102","","3.62349528048174","","5.94478220208511","","27.8148502953616","0.281436831775093","","0.0002117116511315","","15.5607158439514","","13.1901010583274","79.2493832961353","134930","363033.720214844","","4286744","1.21146441407116","73.7821277950187","","0.189356629136304","","","-7.79866293664935","1256700","927220","0.900962504527007","2.98347330559091","-33.9387688575282","170260","7.92904968871138","13500","7.55388538854265","0.116712438803222","94.7348571596822","89.8938972088218","","","","","","4649777.71972656","12.839142241868",""
"Egypt, Arab Rep.","EGY","2008","7.42436151266198","12189168244.2582","3.24026174839265","5319796933.27608","6.23502806406731","10236544375.0244","4.4111256","7242097787.568","10.1975455526435","16742126337.419","23.42785406","0.495320556164669","813207382.70003","0.246445358020118","404609059.890269","17.1928091278829","28226810169.9756","32.5479452054795","66.0318866253321","14910","693815","","373816","0","26.0639269406393","","0.254204700781187","","","92.6511665814606","54750","14270","0.693024181698416","2.39089748916378","31.003541106425","22580","2.12577502214349","480","11.8988203520751","0.926979943","98.54089121","93.71505502","","","","","","1067631","15.2369467237185",""
"Egypt, Arab Rep.","EGY","2010","6.92338608420697","14858901980.0642","2.69664065680291","5787503211.22384","6.50507143546104","13961119264.0721","4.4111256","9467113651.464","6.29527309546332","13510852164.7524","18.31544551","0.0849676674194247","182356758.138895","0.221229273835279","474800055.212538","11.8103711777279","25347300517.9279","","","14400","919585","","385210","0","","","0.221850618513765","","","88.7779975845947","53530","15070","0.214766809909005","1.45149227065676","29.1126748197743","23640","","500","7.1172767950535","0.723400576","98.70241581","94.31286799","","21.523719296","12.26418561","","","1304795","9.00538649413302","9.259533686"
"Eritrea","ERI","1979","","","","","","","1.4906692","","","","","","0","","","","","74.3659761791077","92.6069620744733","850.1433025","","","","","14.6119971712191","","","","","","1816.07","265.364097027359","","","","918.0123","3.11263952345737","28.57441368","","","","","","","","","","","",""
"Estonia","EST","1995","","","","267899408.139042","","782681758.578715","5.4","","","1821021.99975818","","","0","","0","","","68.4210526315789","90","1080","315","","132576","0","10.5263157894737","","1.63682264921853","","","-38.0830802189256","1710","180","0","0","-42.4355621964886","1200","6.66666666666667","80","0.048181943867351","","","","","","","","","132891","1.68500459308588",""
"Fragile and conflict affected situations","FCS","2012","15.4664514558179","","1.30969053992943","","9.5573133073996","","3.28811136947361","","6.31529855510332","","30.3509432139292","0.306284094493467","","0.684016630659102","","20.7936299065296","","","","265920","1256396.57958984","","5032812.44921875","0.0396873149684223","","","1.5734323924316","","","27.9024984567172","889230","356630","0.486048835095224","0.98046147777888","27.8608364365263","375460","","40530","19.4396407732601","22.8860354782523","59.123360766917","38.7147336999271","","","","","","6289209.03552246","22.5192707935342",""
"United Kingdom","GBR","1993","2.74729461219875","30113920432.6941","0.698236251806805","7653577026.92993","14.7123483938706","161266464449.734","5.2","56998760000","0.469448542527391","5145766309.20549","13.42724177","0.0000028994221823","31781.4363666639","0","0","-1.28501769404488","-14085464449.7341","21.3567450495049","51.0840707964602","23090","68774","","865784","0.0028578787733092","27.4365717821782","","0.0081645828075365","","","-7.17896779464833","129280","35470","0.000015772693854","0.0925956927269417","-13.6392192425145","45200","10.7964601769912","4880","0.444692032547088","","","","","","","","","934558","0.548325959548729",""
