"Country Name","Country Code","Year","average_value_Contributing family workers, female (% of female employment) (modeled ILO estimate)","average_value_Contributing family workers, male (% of male employment) (modeled ILO estimate)","average_value_Contributing family workers, total (% of total employment) (modeled ILO estimate)","average_value_Employment in industry (% of total employment) (modeled ILO estimate)","average_value_Employment in industry, female (% of female employment) (modeled ILO estimate)","average_value_Employment in industry, male (% of male employment) (modeled ILO estimate)","average_value_Employment in services (% of total employment) (modeled ILO estimate)","average_value_Employment in services, female (% of female employment) (modeled ILO estimate)","average_value_Employment in services, male (% of male employment) (modeled ILO estimate)","average_value_Employment to population ratio, 15+, female (%) (national estimate)","average_value_Employment to population ratio, 15+, male (%) (national estimate)","average_value_Employment to population ratio, 15+, total (%) (national estimate)","average_value_GDP per person employed (constant 2017 PPP $)","average_value_Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, female (%) (national estimate)","average_value_Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, male (%) (national estimate)","average_value_Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)","average_value_Labor force participation rate for ages 15-24, total (%) (national estimate)","average_value_Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, female (% of female population ages 15+) (national estimate)","average_value_Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)","average_value_Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, male (% of male population ages 15+) (national estimate)","average_value_Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)","average_value_Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","average_value_Labor force participation rate, total (% of total population ages 15+) (national estimate)","average_value_Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)","average_value_Labor force, female (% of total labor force)","average_value_Labor force, total","average_value_Ratio of female to male labor force participation rate (%) (modeled ILO estimate)","average_value_Ratio of female to male labor force participation rate (%) (national estimate)","average_value_Share of youth not in education, employment or training, female (% of female youth population)","average_value_Share of youth not in education, employment or training, male (% of male youth population)","average_value_Share of youth not in education, employment or training, total (% of youth population)","average_value_Unemployment, female (% of female labor force) (modeled ILO estimate)","average_value_Unemployment, female (% of female labor force) (national estimate)","average_value_Unemployment, male (% of male labor force) (modeled ILO estimate)","average_value_Unemployment, male (% of male labor force) (national estimate)","average_value_Unemployment, total (% of total labor force) (modeled ILO estimate)","average_value_Unemployment, total (% of total labor force) (national estimate)","average_value_Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth female (% of female labor force ages 15-24) (national estimate)","average_value_Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth male (% of male labor force ages 15-24) (national estimate)","average_value_Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)","average_value_Unemployment, youth total (% of total labor force ages 15-24) (national estimate)","average_value_Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","average_value_Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","average_value_Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
"Lower middle income","LMC","2012","29.3135228577163","10.0685728145241","16.0007671769557","20.8735879376748","14.1709723061552","23.8576351865197","35.8091653074379","36.915993113016","35.3171971588565","31.5936322954678","75.848651764858","53.9866879994299","14986.3128639561","25.6552475179372","22.8525510118682","52.5397662771122","50.8816183337591","39.5101894649418","37.4596683925111","35.741049292291","33.580378380147","37.5269864166144","78.2400646048377","78.1463414876575","80.73328281112","57.2230119033963","55.9438501341673","59.5219310156166","30.8888072855552","1157221240","48.7395343051161","44.7188693474716","","","","5.31846003472373","4.83822172116326","5.02719593436486","3.51327428467441","5.11921840764069","4.01886795814034","17.2779028067247","15.6612288010855","15.6254438446526","11.3973660775212","16.0052879161801","12.3790149153883","27.7217993289266","33.9744150281289","32.0447397508127"
"Low & middle income","LMY","2010","25.1231902239308","9.92568151611418","15.6977269334633","22.2753777884504","17.7968885226779","25.0183409005449","38.1370124160818","42.4087855239786","35.5174242338779","","","59.5290346537424","18422.6957277521","36.3826185232621","34.3951719914636","55.8223649742429","54.8451092108433","46.3631111726829","44.9574230807176","47.9935043648911","46.3525817269448","51.3813192436894","77.8052130971472","77.7192109506415","81.3423577869817","62.9295848784352","62.0417573879773","66.5314818205812","38.0556069254656","2565196023","64.8693962672155","62.7419396929569","","","","5.56458589431869","","5.29349371910574","","5.3961504678881","4.60761770735048","15.4249739814178","","13.5367177583815","","13.9863217227974","","40.7008772841376","41.8588020094291","41.4204121834092"
"Late-demographic dividend","LTE","2013","17.4353803332353","7.06948605669769","11.6162585122086","27.7833825972051","22.9985210115176","31.5182791540499","44.2542879746781","51.6658774226145","38.4623226853124","","","65.8343155238849","26282.5009157514","45.6094847270832","","54.6511688176712","","50.3073986804851","","59.8383100025376","","66.406887849621","76.9501128959461","","82.4450783595157","68.3985230740851","68.4965726332005","74.540906825279","43.7276513477145","1223983765","78.3990747521632","","","","","4.80629852780435","","5.15335982299504","","5.0018484629292","4.68719209465534","12.243144788504","","11.9906955232995","","12.020622584506","","55.6077122733007","56.150278621805","55.9113513204434"
"Luxembourg","LUX","1993","1.20000004768372","0.0799999982118607","0.479999989271164","26.4200000762939","7.23999977111816","37.2900009155273","70.379997253418","90.0899963378906","59.2200012207031","36.39","67.34","51.51","179324.187630046","45.1","45.51","49.49","50","47.34","47.8","36.95","37.56","46","68.2","68.62","78.01","52.13","52.74","62.24","36.456201030564","170004","54.1788856304985","54.7362285048091","","","","3.13","3.13","1.87","1.87","2.33","2.33","4.26","4.27","4.41","4.43","4.34","4.35","91.8000030517578","90.8099975585938","91.1699981689453"
"Macao SAR, China","MAC","1990","","","","","","","","","","","","","","46.33","","49.92","","47.94","","44.13","40.8","48.63","71.43","60.6","75.22","57.42","50.5","61.8","39.4422608766609","147058","61.7807643847123","67.3267326732673","","","","","","","","","","","","","","","","","",""
"Malta","MLT","1993","0.639999985694885","0.200000002980232","0.330000013113022","34.8699989318848","28.8899993896484","37.3400001525879","62.7200012207031","70.1800003051758","59.6399993896484","","","","49143.718259909","61.1","","64.86","","63.03","","28.08","19.14","33.23","72.83","53.42","82.71","49.87","36.09","57.81","28.8887027653308","143274","38.5555402993272","35.8292774241857","","","","6.05","2.5","5.74","5.2","5.83","4.5","9.6","","12.58","","11.18","","94.3199996948242","84.9000015258789","87.6600036621094"
"Northern Mariana Islands","MNP","1990","","","","","","","","","","","","","","","76.64","","70.51","","74.45","","75.33","","","87.43","","","81.76","","","","","86.1603568569141","","","","","","","","","","","","","","","","","",""
"Malaysia","MYS","2015","8.22000026702881","2.17000007629395","4.46000003814697","27.5200004577637","19.2700004577637","32.5499992370605","60.0099983215332","72.8399963378906","52.189998626709","52.27","78.29","65.77","52977.8455803773","33.73","34.47","48.8","50.23","41.47","42.67","50.47","54.1","54.03","77.65","80.65","80.68","64.46","67.88","67.81","37.9853068495859","14617015","64.9967804249839","67.0799752014879","","","","3.39","3.39","2.92","2.92","3.1","3.1","12.24","11.84","10.44","9.91","11.15","10.66","72.9300003051758","74.4899978637695","73.9000015258789"
"New Caledonia","NCL","2019","0.189999997615814","0.200000002980232","0.200000002980232","22.8700008392334","7.46999979019165","35.4900016784668","75.2600021362305","91.6800003051758","61.810001373291","","","","","43","","49.69","","46.42","","57.76","","65.74","68.62","","76.59","63.19","","71.21","45.6348937770258","132975","84.1737102885456","","","","","16.71","","14.39","","15.45","","41.25","","37.75","","39.33","","87.0400009155273","81","83.7200012207031"
"Nicaragua","NIC","1992","3.16000008583069","5.15000009536743","4.53999996185303","17.5200004577637","17.7700004577637","17.4099998474121","47.7200012207031","70.6699981689453","37.5400009155273","","","","10835.7572247753","30.89","","70.68","","50.75","","35.73","","36.88","85.49","","86.33","59.86","","61.04","30.7343700289113","1439574","41.7943619136741","","","","","7.51","","7.37","","7.41","","13.11","","10.83","","11.52","","50.8499984741211","57.1199989318848","55.189998626709"
"Norway","NOR","2006","0.449999988079071","0.270000010728836","0.360000014305115","20.8199996948242","7.90000009536743","32.3499984741211","75.9300003051758","90.5999984741211","62.8400001525879","65.98","72.8","69.41","122958.797177822","58.21","57.96","57.27","56.93","57.73","57.44","61.03","68.26","74.8","70.47","75.4","81.26","65.69","71.86","78.09","47.1117564390656","2466274","86.6042287498226","90.5305039787798","4.73999977111816","4.38000011444092","4.55999994277954","3.34","3.34","3.45","3.45","3.4","3.4","8.63","8.63","8.82","8.86","8.72","8.75","95.129997253418","88.3300018310547","91.5400009155273"
"Norway","NOR","1990","","","","","","","","","","59.39","72.18","65.82","","55.69","56.94","62.16","63.91","59","60.51","55.1","62.38","69.93","70.22","76.5","82.48","62.51","69.47","76.32","44.9376852114609","2149570","78.4676730276275","81.5424836601307","","","","","4.79","","5.64","","5.26","","10.98","","12.44","","11.77","","",""
"OECD members","OED","2020","","","","","","","","","","47.2432014434715","62.8895840925397","54.8378279435466","93726.6330598572","","41.0806421004691","","48.4970794632679","","44.8630211517752","","51.1060339002205","","","67.6264334190225","","59.2362429822447","59.1283209539004","","","667773706","","76.2691116157331","","","","","","","","7.37963718635683","7.25314307813233","","16.8157660354584","","15.3248130180195","","15.8562045401552","","",""
"Oman","OMN","1993","1.4099999666214","0.28999999165535","0.439999997615814","7.57999992370605","7.1399998664856","7.6399998664856","83","87.8199996948242","82.2799987792969","","","","84978.15517866","22.51","","49.52","","37.66","","21.38","","22.59","81.21","","82.66","59.36","","61.19","13.1672008809275","712885","26.3268070434676","","","","","6.97","","2.54","","3.12","","12.44","","10.03","","10.67","","92.1600036621094","85.8300018310547","86.6500015258789"
"Oman","OMN","2016","0.519999980926514","0.200000002980232","0.239999994635582","32.5299987792969","4.51000022888184","36.2799987792969","63","95.129997253418","58.7000007629395","25.68","86.23","68.46","56291.5233993104","14.81","14.07","59.76","57.35","41.8","39.75","30.82","29.75","32.27","88.43","87.81","89.93","70.97","70.77","72.84","13.1657077591366","2483034","34.8524256474047","33.8799681129712","","","","13.3","13.68","1.75","1.8","3.27","3.27","35.31","33.9","10.37","10.32","13.9","13.71","95.5299987792969","96.4499969482422","96.3399963378906"
"Portugal","PRT","1970","","","","","","","","","","","","","","","45.11","","85.42","","64.49","","24.6","","","86.85","","","53.34","","","","","28.3246977547496","","","","","","","","","","","","","","","","","",""
"Post-demographic dividend","PST","2019","1.20601677732769","0.373891950421214","0.751232916821515","21.9573773065616","10.8229916582514","31.3300586631814","74.9832596850539","87.0258879618973","64.8459431895039","52.1472076292973","64.373906781303","58.0607304755141","101357.845859944","46.235828664129","47.7866322539029","48.4686486578558","49.7973638410424","47.377502318131","48.8295873915174","54.1276933458856","54.9101815512398","68.714923239217","67.3705347550388","67.7201766672735","79.8851387694286","60.575286973138","61.1175594527097","74.3187914056561","45.8511057015084","565986520","80.6281094426338","81.3245200925778","10.8214688008968","10.3023523710857","10.5489858922355","5.00640617168566","5.02256324463378","4.91973067120096","4.93851866098869","4.95838474891878","4.98130543811673","10.9584076373728","11.0219727779423","12.1285179682311","12.2328765241771","11.5548714185242","11.629606917744","90.7295070263928","85.7041861897481","88.0031964951717"
"French Polynesia","PYF","1983","","","","","","","","","","","","","","","18.95","","39.77","","29.72","","33.74","","","65.04","","","50.16","","","","","51.8757687576876","","","","","","","","","","","","","","","","","",""
"Qatar","QAT","2018","0.0099999997764826","0.0099999997764826","0.0099999997764826","54.3199996948242","6.25","61.8300018310547","44.4700012207031","93.75","36.7700004577637","57.63","94.92","87.24","121483.973726685","36.21","43.05","72.86","84.89","63.95","72.84","56.92","57.9","58.11","94.46","94.97","95.07","86.7","87.34","87.5","13.5584774834269","2085153","60.2583103959348","60.9666210382226","","","","0.48","0.46","0.05","0.05","0.11","0.11","1.82","1.45","0.23","0.2","0.45","0.41","99.5199966430664","99.5999984741211","99.5899963378906"
"Romania","ROU","2008","18.9500007629395","5.96999979019165","11.8000001907349","31.6000003814697","23.8400001525879","37.939998626709","39.689998626709","45.7700004577637","34.7400016784668","44.62","58.57","51.35","51411.4736331877","24.5","24.68","35.6","35.89","30.2","30.41","46.12","46.81","54.91","62.29","62.77","70.37","53.9","54.51","62.62","44.4017917826667","9347339","74.0407770107561","74.5738410068504","14.460000038147","8.8100004196167","11.5699996948242","4.67","4.67","6.68","6.68","5.79","5.79","18.41","18.26","18.9","18.82","18.71","18.6","67.6500015258789","67.2399978637695","67.4199981689453"
"South Asia","SAS","1998","40.1432750976409","13.6836380158634","20.278632423018","15.6707779980954","11.3644484134728","17.0946812534645","24.4988641301643","13.7519222212783","28.055234507932","","","","6997.02737950547","24.2500599507229","","65.9157594235682","","45.8864449383869","","29.5787218376794","","30.9325584578324","83.671745509818","","85.9169027030888","57.4859355842404","","59.385239170656","24.9098835116975","487300945","35.9176345165618","","","","","5.14068030665258","","5.07407754041485","","5.09185408856153","","14.4346372082551","","15.2330366561058","","15.0221452754895","","11.4271676692749","21.3806091107367","18.9072223486423"
"El Salvador","SLV","2020","","","","","","","","","","43.4799995422363","73.4100036621094","57.1599998474121","22503.1954188593","","29.7299995422363","","57.0200004577637","","43.2000007629395","","43.5","","","73.4700012207031","","52.43","57.2000007629395","","","2496445","","","","","","","","","0.0799999982118607","6.98","0.0599999986588955","","","","","","","","",""
"Serbia","SRB","1994","23.9300003051758","5.44999980926514","13.1499996185303","26.3700008392334","19.4500007629395","31.3099994659424","43.0999984741211","49.7900009155273","38.3199996948242","","","","","39.41","","53.8","","46.73","","50.31","","57.87","69.54","","75.76","59.69","","66.81","43.1763687606603","3580447","72.3468507333909","","","","","16.08","","11.37","","13.41","","31.13","","28.42","","29.54","","61.7299995422363","59.5099983215332","60.439998626709"
"South Sudan","SSD","2011","78.1500015258789","30.2399997711182","53.25","17.8899993896484","8.39000034332275","26.6700000762939","19.5799999237061","14.7600002288818","24.0300006866455","","","","","65.36","","61.87","","63.6","","70.63","","72.78","75.81","","76.68","73.2","","74.72","48.6761719296781","4072130","93.1671283471837","","","","","13.68","","11.52","","12.57","","17.72","","20.63","","19.15","","2.99000000953674","12.5900001525879","7.98000001907349"
"Europe & Central Asia (IDA & IBRD countries)","TEC","2009","7.46263113526268","3.55939189363081","5.30983921345045","26.2844459985318","16.5878395070846","34.1970171590392","55.8695931771081","65.8726749499792","47.6999028387788","47.7734643970711","62.5783268158713","55.1994632244092","42169.6824381135","33.2521518246801","32.0556235764852","46.3019584613903","44.3648090710671","39.8860049006853","38.1747138913056","48.3613103661685","52.1430520707077","57.2450547655487","67.6389149171513","69.2115251537661","74.5911054739863","57.4122407141067","60.6136588619621","65.6986265157398","44.6870612567728","202582186","72.6373308667429","76.1724978989957","25.7405658623338","14.8180146759588","19.7408974876121","8.39829793847488","8.38802821029148","9.3929567559146","9.37747049878909","8.94712073416406","8.94159668016616","19.0734055122361","20.3281455625472","18.5762279655988","20.0013382756191","18.7720737638605","20.1536321355715","78.238862352298","76.0710188365218","77.0476600406218"
"Thailand","THA","2003","35.0200004577637","15.8599996566772","24.6000003814697","21.0699996948242","20.0200004577637","21.9400005340576","37.2999992370605","40.6300010681152","34.5","61.5699996948242","78.4700012207031","69.9400024414063","20343.5719183389","44.63","44.82","57.46","57.77","51.12","51.39","64.33","65.04","69.82","80.77","81.07","85.02","72.34","72.98","77.29","45.6007121823513","36285089","79.6459081342082","80.2269643517948","","","","1.44","1.44","1.62","1.62","1.54","1.54","5.36","5.13","5.12","4.95","5.22","5.03","40.3400001525879","40.8800010681152","40.6399993896484"
"Thailand","THA","1977","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.71","","1.05","","0.9","","","","","","","","",""
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1990","","","","","","","","","","","","","","50.8989954196489","","57.8755050285723","","54.3910801337205","","62.3995147489053","","63.5755500792837","78.1444688203377","","78.8279086878082","70.1471733544893","","71.1131547964193","45.1770640101978","194692134","81.437927788697","","","","","","","","","","","","","","","","","","",""
"Trinidad and Tobago","TTO","1997","4.1100001335144","1.0900000333786","2.25","26.3899993896484","12.8900003433228","34.7999992370605","64.1100006103516","83.0500030517578","52.310001373291","36.9","65.6","51.3","32422.5184216046","41.71","38.8","61.38","60.7","51.65","49.9","46.93","45.9","51.39","75.88","74.8","80.92","61.25","60.3","66.18","38.718528552805","549228","61.8476541908276","61.3636363636364","","","","4.28","19.44","2.94","12.3","3.46","15.01","9.03","","6.68","","7.62","","78.7300033569336","75.8199996948242","76.9400024414063"
"Tanzania","TZA","2010","46.3699989318848","33.9000015258789","40","5.80999994277954","3.01999998092651","8.47000026702881","23.8099994659424","22.9699993133545","24.6100006103516","","","","4205.47862275816","75.63","","78.14","","76.89","","84.16","","85.59","89.2","","89.85","86.65","","87.71","49.1600251361506","21182241","94.3497757847533","","","","","3.5","","2.48","","2.98","","6.25","","5.33","","5.78","","6.69000005722046","16.4599990844727","11.6899995803833"
"Virgin Islands (U.S.)","VIR","2001","0.430000007152557","0.300000011920929","0.360000014305115","24.75","10.1199998855591","38.1599998474121","72.3600006103516","88.9599990844727","57.1399993896484","","","","","34.66","","48.56","","41.37","","59.93","","66.08","70.72","","76.73","65.06","","71.14","48.2802139843279","53088","84.7426470588235","","","","","7.34","","6.35","","6.83","","19.75","","14.69","","16.88","","94.3199996948242","94.2600021362305","94.2900009155273"
"Africa Western and Central","AFW","1998","29.8547100817412","16.9961584521315","22.8219072283083","11.4612402205971","11.087276550903","11.7640256610233","30.866507496948","33.424966990446","28.7455549521752","","","","7742.90571794556","40.6994807979293","","47.6566033214042","","44.1991660113323","","58.8165541600639","","59.6019509785648","72.643354484823","","72.9388114068977","65.6673759234965","","66.2339387348031","45.2096146011287","92056448","81.5904837419963","","","","","4.45477439598539","","4.65469205910461","","4.56516680955907","","8.27354101386728","","9.27336802826503","","8.77288576838934","","6.8246549980847","15.5929849501065","11.6154446665188"
"American Samoa","ASM","1990","","","","","","","","","","","","","","","27.85","","33.69","","30.77","","42.37","","","58.84","","","50.72","","","","","72.0088375254929","","","","","4.79","","5.34","","5.11","","12.12","","11.84","","11.96","","",""
"Bangladesh","BGD","2000","66.6100006103516","12.3699998855591","24.6200008392334","10.6999998092651","8.64000034332275","11.3000001907349","24.4899997711182","12.5699996948242","27.9699993133545","54.02","84.4","69.71","5512.30924739498","21.45","52.48","73.41","71.28","47.94","61.95","26.82","55.87","27.65","86.55","87.22","88.15","57.65","72.06","58.85","22.5114965453409","46396329","30.9878682842288","64.0564090804861","","","","3.33","3.32","3.25","3.24","3.27","3.27","10.44","10.29","9.56","11.05","9.75","10.73","21.3799991607666","36.189998626709","32.8499984741211"
