"Country Name","Country Code","Year","average_value_Access to electricity, rural (% of rural population)","average_value_Agricultural irrigated land (% of total agricultural land)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agricultural machinery, tractors","average_value_Agricultural machinery, tractors per 100 sq. km of arable land","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural methane emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Agricultural raw materials imports (% of merchandise imports)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Agriculture, forestry, and fishing, value added (current US$)","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Arable land (% of land area)","average_value_Arable land (hectares per person)","average_value_Arable land (hectares)","average_value_Average precipitation in depth (mm per year)","average_value_Cereal production (metric tons)","average_value_Cereal yield (kg per hectare)","average_value_Crop production index (2014-2016 = 100)","average_value_Employment in agriculture (% of total employment) (modeled ILO estimate)","average_value_Employment in agriculture, female (% of female employment) (modeled ILO estimate)","average_value_Employment in agriculture, male (% of male employment) (modeled ILO estimate)","average_value_Fertilizer consumption (% of fertilizer production)","average_value_Fertilizer consumption (kilograms per hectare of arable land)","average_value_Food production index (2014-2016 = 100)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area (sq. km)","average_value_Land under cereal production (hectares)","average_value_Livestock production index (2014-2016 = 100)","average_value_Permanent cropland (% of land area)","average_value_Rural land area (sq. km)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population","average_value_Rural population (% of total population)","average_value_Rural population growth (annual %)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Surface area (sq. km)"
"Mali","MLI","2017","","","33.7660528278383","412010","","","","20260","","13060","7.85775492391663","0.461125238515434","37.4324396267515","5751761755.26779","97.85962206","5.25409977134708","0.34630787780469","6411000","282","8887176","1530","109.72","63.1300010681152","62.1199989318848","63.9000015258789","","24.7523038527531","111.9","10.896663634352","132960","1220190","5808753","115.97","0.122931674575271","","","","10816442","58.428","1.65785815387307","","1240190"
"Mongolia","MNG","2006","41.7033613629249","","73.8480007209248","1147273","3900","33.1830171020165","92.7038626609442","8640","98.7777777777778","8890","10.9332638643733","0.37366431955486","17.6436708395409","602364726.364144","","0.756520507737068","0.459307174227213","1175300","","138572","1098","53.99","38.7599983215332","35.2400016784668","41.7700004577637","","5.54241470262912","54.62","9.15053168207214","142159","1553560","126201","56.16","0.0012873657921162","","","","933086","36.465","-1.53949977955013","","1564120"
"Mauritius","MUS","1961","","","48.7684729064039","990","287","31.8888888888889","","","","","","","","","","44.3349753694581","0.132205765052728","90000","","180","1512.6","107.23","","","","","223.255555555556","76.47","","","2030","119","15.61","0.985221674876847","","","","436849","64.171","2.08242798768017","","2040"
"Malawi","MWI","2008","2.90636733471039","0.533578656853726","57.6474331777683","54350","","","22.6648351648352","1650","81.4285714285714","2280","4.12203580500736","0.836524651832882","29.9758065486818","1595016321.20647","","36.5931268561731","0.251313037778031","3450000","","2845840","1598.7","75.39","79.2099990844727","85.6399993896484","73.120002746582","66100.5494505495","34.8704347826087","68.38","29.1228256257955","27457","94280","1780115","43.91","1.43190496393721","","","","11623961","84.674","2.74534321509468","","118480"
"North America","NAC","1990","100","","26.9441086823194","4883513","5176746","228.006992498788","25.8759286601514","220820","63.3647744812211","184740","5.55499846149698","1.86191140022624","","","","12.5268005855466","0.818547299823894","","","369216839","4231.81349067829","0.108206447747155","","","","59.9693498197394","91.2751660698634","0.127834784081026","35.9027943451896","6507239.3","18124604","87247874","0.112810492554493","0.121878888027565","17633613.294029","1.34471788059563","249819.729207168","68141592","24.566730614447","0.388016991549264","0.262403540631231","19508894"
"New Caledonia","NCL","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.8435448577681","8380.2","18280","","","","","","","77460","28.482","-1.19984757258076","",""
"Niger","NER","1973","","","24.3262019420542","308140","62","0.0573543015726179","74.1289746396925","2821.87509050664","91.94849445992","1557.4090713","3.92955754853749","1.4487497794005","60.2714511077268","570399992.462623","","8.53398594773822","2.20515443118745","10810000","","803477","323.9","9.76","","","","","0.0360777058279371","18.17","","","1266700","2480375","46.63","0.0031578116365359","","","","4397426","89.704","2.18756496212499","","1267000"
"Nigeria","NGA","1979","","","52.9595836490003","482340","7850","4.43102280424475","27.1365326996922","17837.4399472271","82.1276357557711","11910.163699","0.457492023084536","0.489948717788837","","","","19.4516727604115","0.248258362348775","17716000","","6439000","1053.3","20.82","","","","1900","6.11311808534658","22.47","","","910770","6113000","37.21","3.73310495514784","","","","56005651","78.482","2.40725139138793","","923770"
"Nigeria","NGA","1985","","","60.3050166342765","549240","11150","4.84782608695652","37.7794693577292","20306.3514413714","82.3958223690529","13298.29847","0.0449023519862714","1.99472139689877","18.2276399680861","13442122771.879","","25.2533570495295","0.27524217242376","23000000","","11889000","1247.9","25.28","","","","4452","9.67826086956522","28.75","","","910770","9527000","58.49","3.84290215971101","","","","62141458","74.365","1.54161558855809","","923770"
"Nicaragua","NIC","1980","","","31.1201595479475","37450","2200","20.5607476635514","80.3693351771192","3202.75819147579","92.1336261532509","2620.553504","8.12812808502468","0.655153220909574","","","","8.89147415655642","0.327666037874519","1070000","","381765","1572.3","38.25","","","","","50.6542056074766","37.52","","","120340","242806","40.85","1.4542130629882","","","","1623225","49.708","2.36475551937462","","130370"
"Nepal","NPL","2006","44.0851902416658","24.6356033452808","29.1942797349145","41850","28971","128.190265486726","72.1094073767095","17400","75.0909090909091","4130","","","32.3664850386189","2927132777.5988","","15.765608650157","0.0867006996324466","2260000","","7663744","2273.5","72.87","72.2099990844727","82.0299987792969","62.8499984741211","","5.64203539823009","73.5","41.0849110568539","58895.22","143350","3370934","75.36","0.941750959190792","","","","22036256","84.538","0.874147974487288","","147180"
"Nauru","NRU","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","",""
"Oman","OMN","1992","100","","3.49919224555735","10830","150","42.8571428571429","14.6341463414634","420","90","270","0.0188771029389969","0.655739473979751","2.33505294596796","290767230.169051","93.44938981","0.113085621970921","0.0176476045645781","35000","125","32796","5277.7","48.79","9.68000030517578","5.44999980926514","10.3400001525879","","228.571428571429","42.72","0.0096930533117932","30","309500","6214","33.05","0.155088852988691","","","","605949","30.553","-0.644507649591334","","309500"
"Other small states","OSS","2005","38.1354029583208","","38.5863397692279","778374.45","","","21.2012614678899","14790","85.3395061728395","11060","1.24785514571147","1.19158540987624","3.02153021082909","5942394246.07459","","1.99784060106245","0.180602046856061","","","2035177","1334.36702183885","0.144976840378572","26.7058660235417","29.2800575941824","25.0231916618952","5.08772876876466","","0.156082195286815","30.167816857227","612611.22","2030678","1521234","0.157938468427808","0.421124780724683","","","","10791192","47.0633631991338","0.574581841424362","","2072795"
"Pakistan","PAK","1964","","","47.1603881278539","363550","7000","2.24358974358974","","","","","56.7737418268333","2.97301100040459","38.3240240458323","1994748551.02898","","40.4732254047323","0.628682135350307","31200000","","7565300","886.5","21.83","","","","171.698113207547","2.73","17.56","","","770880","8533549","15.16","0.201068908260689","","","","38086223","76.744","2.20061126102701","","796100"
"Peru","PER","2001","16.0957509870756","","18.05234375","231070","","","59.1860465116279","15270","85.2904820766378","6900","2.06296284841671","1.88039428225833","7.89362669632438","4107066503.23537","","3.34375","0.159705729506481","4280000","","3737483","3241.3","59.83","34.6599998474121","31.4899997711182","37.0900001525879","11382.0484980094","73.4780373831776","54.95","58.72892734375","751730.27","1280000","1153068","49.77","0.7359375","","","","7115747","26.552","-0.243178168488271","","1285220"
"Philippines","PHL","1979","","","34.8593084482007","103940","10962","21.0807692307692","78.2491379625452","34382.5929716044","71.2718919772967","5453.6874","8.97651983180528","2.78533498250925","27.4440611138492","7547711993.06007","","17.4397155984841","0.112847604258382","5200000","","10834585","1581.3","51.68","","","","460.699865410498","65.8269230769231","44.62","","","298170","6851880","26.63","14.0859241372371","","","","29031684","63.003","2.15795026414593","","300000"
"Palau","PLW","2014","99.1562825637143","","9.34782608695652","43","","","","0","","0","2.07987054458657","0.809989779598442","3.34203942735087","8076700","","0.652173913043478","0.0170212765957447","300","","","","","","","","","","","88.9217391304348","409.04","460","","","4.34782608695652","","","","3963","22.483","-2.73785144579775","","460"
"Papua New Guinea","PNG","1969","","","1.36024378395089","6160","1371","150.659340659341","","0","","0","","","41.812288424335","230484936.723037","","0.200945104447291","0.033470587261683","91000","","2251","1668.6","41.88","","","","","20.8791208791209","39.47","","","452860","1349","35.09","0.971602702822064","","","","2483656","91.351","1.19846124024589","","462840"
"Poland","POL","1967","","","64.7066505599269","198190","151168","98.860767771892","","","","","","","","","","49.9232753273042","0.478035636492211","15291000","600","16265600","1934.3","121.2","","","","187.79699198712","119.613825125891","101.48","","","306290","8409200","81.5","0.741127689444644","","","","15697376","49.074","0.149933562739154","","312690"
"Korea, Dem. People's Rep.","PRK","1996","","","21.1776430529026","25500","","","17.8656503096713","3750","23.7726098191214","920","","","","","","19.1014035379121","0.104009202010652","2300000","","2614000","1858.7","68.9","50.2200012207031","55.9099998474121","44.8899993896484","","","66.07","55.125205547712","66376.26","120410","1406376","55.33","1.66099161199236","","","","9045055","40.903","0.949172350656428","","120540"
"Rwanda","RWA","1970","","","56.9112282124037","14040","64","1.22605363984674","47.8707640266944","623.148096564688","80.2407974128679","521.5044409","","","61.6189164633311","135500001","","21.1593027969193","0.138927664729752","522000","","224801","1122.1","42.02","","","","","0.383141762452107","37.87","","","24670","200340","15.4","7.37738143494122","","","","3637341","96.806","3.0170369887079","","26340"
"Saudi Arabia","SAU","1997","100","","73.8641385502096","1587850","9600","26.3808738664468","8.26161790017212","2400","72.5581395348837","3120","","","5.3738432105245","8918621361.81575","88.45856075","1.69280221799422","0.187508328121334","3639000","59","2338534","3562.8","119.87","6.67999982833862","0.730000019073486","7.55000019073486","29.1579616677264","88.2110469909316","83.05","0.454484134921779","9770","2149690","656378","56.59","0.0679167693946569","","","","4046970","20.853","0.812116098837208","","2149690"
"Singapore","SGP","1969","","","17.910447761194","120","","","","0","","0","33.4489309499273","13.4725180027973","2.81227244996359","46681040.1149876","","4.47761194029851","0.001468788249694","3000","","","","373.35","","","","","1000","505.75","","","670","","541.9","13.4328358208955","","","","0","0","","","680"
"Sierra Leone","SLE","2011","","","55.6612635078969","40176.3","","","","2290","","1120","","","54.5934658718491","1606438272.67326","","22.8959545580493","0.251801016510448","1652630","","1257899","1751.1","114.99","62.9700012207031","62.1699981689453","63.7599983215332","","","112.25","37.5787475755057","27124.34","72180","718355","92.08","2.28595178719867","","","","3987298","60.752","1.63142420821882","","72300"
"El Salvador","SLV","1963","","","60.3357314148681","12580","1700","34.8360655737705","","","","","24.6418113410054","1.51615967131388","","","","23.4052757793765","0.161630935631142","488000","","319014","1148","53.83","","","","","93.9405737704918","29.64","","","20850","277880","32.14","7.9136690647482","","","","1849909","61.271","2.79455167583062","","21040"
"South Sudan","SSD","1996","","","","","","","87.0218579234973","19110","99.6642417459429","17810","","","","","","","","","","","","","66.3099975585938","80.6800003051758","53.2000007629395","","","","","","","","","","","","","4386574","84.003","1.86108763530144","",""
"Suriname","SUR","1963","","","0.262820512820513","410","600","206.896551724138","","","","","","","8.77332274712187","11050000","","0.185897435897436","0.0929651060283063","29000","","75608","2705.3","30.72","","","","","36.448275862069","31.42","","","156000","27948","36.95","0.0384615384615385","","","","164170","52.628","2.54412023928054","","163820"
"East Asia & Pacific (IDA & IBRD countries)","TEA","1974","","","39.6591142611901","6283748.7","342309","21.8595841858273","70.9492869985551","865588.73152375","70.8696596163222","191473.513688855","","","32.9871522615328","76971217541.3536","","9.88424706598882","0.128853539144784","","","308610043","2249.21816274065","0.0472414874496635","","","","","","0.0429248934657518","","","15844400","137209513","0.021971956646672","1.4389217148887","","","","987830065","81.2681318274975","1.93085998533525","","16186610"
"Tuvalu","TUV","1966","","","66.6666666666667","20","","","","","","","","","","","","","","","","","","105.11","","","","","","79.66","","","30","","19.65","66.6666666666667","","","","4380","80.581","0.114220457877698","","30"
"Tanzania","TZA","1980","","","33.8676902235268","300000","10000","12.5","75.0967968977091","17345.5577602453","81.5801245467177","14924.545357","17.5071224384169","0.837042480199275","","","","9.03138405960713","0.431539891304811","8000000","","2960500","1020.2","24","","","","229.032258064516","4.4375","24.75","","","885800","2901800","31.99","1.12892300745089","","","","15840019","85.445","2.59536299431856","","947300"
"Tanzania","TZA","1968","","","30.4809212011741","270000","16900","28.1666666666667","","","","","","","","","","6.77353804470535","0.471493539870555","6000000","","985114","581.1","15.52","","","","","1.5","16.24","","","885800","1695350","25.81","1.12892300745089","","","","11859675","93.196","2.54860392229508","","947300"
"Vietnam","VNM","1998","82.2703123770582","","24.747304064641","80550","122958","213.357626236335","75.6343471685431","45010","89.937464468448","15820","2.02566998472795","2.53183074191707","25.7807804064629","7014847753.99457","","17.7056130756705","0.0737751708644735","5763000","","31020143","3876","51.66","64.7699966430664","65.5999984741211","63.9799995422363","527.97839067387","322.210654173174","50.6","34.724483087038","113024.72","325490","8003178","36.63","5.06928016221697","","","","59859289","76.629","0.737299125173412","","331110"
